source_file,source_row,day,label,novel,label_test_n,score,threshold,logit_margin,top_toward_benign,top_toward_attack,train_rows_same_label,features_outside_train_label_p0.5_p99.5,median_same_for_label_TPs,exact_vector_in_train_benign,exact_vector_in_train_attack
friday.csv,224188,friday,Portscan,True,47720,0.017428,0.0275979,-0.470068,RST Flag Count=0 (-1.85); FIN Flag Count=2 (-0.40); Flow Duration=3.576e+06 (-0.36),Bwd Init Win Bytes=227 (+1.51); Bwd Packet Length Mean=0 (+0.66); Bwd Packet Length Min=0 (+0.58),89075,25,0,0,0
tuesday.csv,92423,tuesday,SSH-Patator,True,888,9.00828e-05,0.0275979,-5.75266,RST Flag Count=0 (-1.13); Bwd PSH Flags=11 (-0.95); Bwd Packets/s=8.4174 (-0.41),Bwd Packet Length Min=0 (+0.25); Fwd IAT Total=2.13843e+06 (+0.11); Fwd IAT Min=4 (+0.08),1651,40,0,0,0
tuesday.csv,113197,tuesday,SSH-Patator,True,888,0.000105242,0.0275979,-5.59711,RST Flag Count=0 (-1.24); Bwd PSH Flags=3 (-0.86); Flow Duration=3.6648e+06 (-0.32),Bwd Packet Length Mean=62.6667 (+0.09); Fwd Seg Size Min=32 (+0.07); Active Min=0 (+0.04),1651,50,0,0,0
tuesday.csv,217513,tuesday,SSH-Patator,True,888,0.00102801,0.0275979,-3.31707,Bwd PSH Flags=7 (-1.06); RST Flag Count=0 (-0.98); Active Min=4.37599e+06 (-0.32),Bwd Init Win Bytes=247 (+2.42); FIN Flag Count=1 (+0.35); Bwd IAT Max=1.15479e+08 (+0.24),1651,40,0,0,0
tuesday.csv,287957,tuesday,SSH-Patator,True,888,0.00102801,0.0275979,-3.31707,Bwd PSH Flags=7 (-1.07); RST Flag Count=0 (-1.00); Active Min=4.46484e+06 (-0.33),Bwd Init Win Bytes=247 (+2.42); FIN Flag Count=1 (+0.35); Bwd IAT Max=1.15344e+08 (+0.24),1651,40,0,0,0
tuesday.csv,249385,tuesday,SSH-Patator,True,888,0.00110835,0.0275979,-3.24174,Bwd PSH Flags=9 (-0.94); RST Flag Count=0 (-0.88); Flow Duration=5.81105e+06 (-0.37),Bwd Init Win Bytes=257 (+0.69); Bwd Packet Length Min=0 (+0.42); Fwd Seg Size Min=32 (+0.24),1651,25,0,0,0
tuesday.csv,123006,tuesday,SSH-Patator,True,888,0.00164603,0.0275979,-2.84571,Bwd PSH Flags=5 (-0.92); RST Flag Count=0 (-0.80); Bwd Packets/s=4.8839 (-0.40),Bwd Init Win Bytes=247 (+2.18); Total Length of Bwd Packet=2009 (+0.40); Bwd Packet Length Min=0 (+0.23),1651,37,0,0,0
tuesday.csv,142882,tuesday,SSH-Patator,True,888,0.00201835,0.0275979,-2.64143,Bwd PSH Flags=5 (-0.91); RST Flag Count=0 (-0.76); Bwd Packets/s=5.20337 (-0.42),Bwd Init Win Bytes=247 (+2.24); Total Length of Bwd Packet=2009 (+0.41); Bwd Packet Length Min=0 (+0.24),1651,33,0,0,0
tuesday.csv,202992,tuesday,SSH-Patator,True,888,0.00201835,0.0275979,-2.64143,Bwd PSH Flags=5 (-0.90); RST Flag Count=0 (-0.75); Bwd Packets/s=5.25471 (-0.42),Bwd Init Win Bytes=247 (+2.26); Total Length of Bwd Packet=2009 (+0.41); Bwd Packet Length Min=0 (+0.24),1651,32,0,0,0
tuesday.csv,230789,tuesday,SSH-Patator,True,888,0.00201835,0.0275979,-2.64143,Bwd PSH Flags=5 (-0.91); RST Flag Count=0 (-0.76); Bwd Packets/s=4.89228 (-0.40),Bwd Init Win Bytes=247 (+2.26); Total Length of Bwd Packet=2009 (+0.41); Bwd Packet Length Min=0 (+0.24),1651,35,0,0,0
tuesday.csv,289018,tuesday,SSH-Patator,True,888,0.00213365,0.0275979,-2.58575,Bwd PSH Flags=5 (-0.91); RST Flag Count=0 (-0.76); Bwd Packets/s=4.84282 (-0.40),Bwd Init Win Bytes=247 (+2.27); Total Length of Bwd Packet=2009 (+0.42); Bwd Packet Length Min=0 (+0.24),1651,35,0,0,0
tuesday.csv,313573,tuesday,SSH-Patator,True,888,0.00225104,0.0275979,-2.53208,Bwd PSH Flags=6 (-0.93); RST Flag Count=0 (-0.80); Fwd Packet Length Max=1432 (-0.32),Bwd Init Win Bytes=249 (+0.78); Bwd Packet Length Min=0 (+0.50); Fwd Seg Size Min=32 (+0.31),1651,33,0,0,0
tuesday.csv,79305,tuesday,SSH-Patator,True,888,0.00248431,0.0275979,-2.43324,Bwd PSH Flags=5 (-1.05); RST Flag Count=0 (-0.75); Bwd Packets/s=5.82603 (-0.42),Bwd Init Win Bytes=247 (+2.52); FIN Flag Count=0 (+0.41); Bwd Packet Length Min=0 (+0.24),1651,43,0,0,0
tuesday.csv,79304,tuesday,SSH-Patator,True,888,0.00356422,0.0275979,-2.07121,Bwd PSH Flags=5 (-1.04); RST Flag Count=0 (-0.69); Bwd Packets/s=5.77558 (-0.41),Bwd Init Win Bytes=247 (+2.71); FIN Flag Count=0 (+0.34); Bwd Packet Length Min=0 (+0.24),1651,42,0,0,0
tuesday.csv,79302,tuesday,SSH-Patator,True,888,0.00359858,0.0275979,-2.06158,Bwd PSH Flags=5 (-1.05); RST Flag Count=0 (-0.71); Bwd Packets/s=5.83732 (-0.43),Bwd Init Win Bytes=247 (+2.61); FIN Flag Count=0 (+0.56); Bwd Packet Length Min=0 (+0.24),1651,41,0,0,0
tuesday.csv,79306,tuesday,SSH-Patator,True,888,0.00359858,0.0275979,-2.06158,Bwd PSH Flags=5 (-1.05); RST Flag Count=0 (-0.71); Bwd Packets/s=5.72305 (-0.43),Bwd Init Win Bytes=247 (+2.61); FIN Flag Count=0 (+0.56); Bwd Packet Length Min=0 (+0.24),1651,41,0,0,0
tuesday.csv,79301,tuesday,SSH-Patator,True,888,0.00464619,0.0275979,-1.80502,Bwd PSH Flags=5 (-1.06); RST Flag Count=0 (-0.70); Bwd Packets/s=5.92345 (-0.43),Bwd Init Win Bytes=247 (+2.75); FIN Flag Count=0 (+0.41); Bwd Packet Length Min=0 (+0.24),1651,44,0,0,0
tuesday.csv,167309,tuesday,SSH-Patator,True,888,0.00664069,0.0275979,-1.44585,Bwd PSH Flags=5 (-0.90); RST Flag Count=0 (-0.65); Bwd IAT Total=2.43162e+06 (-0.39),Bwd Init Win Bytes=247 (+2.72); Bwd IAT Min=800 (+0.45); Total Length of Bwd Packet=2009 (+0.40),1651,36,0,0,0
tuesday.csv,79303,tuesday,SSH-Patator,True,888,0.00813325,0.0275979,-1.2416,Bwd PSH Flags=5 (-1.04); RST Flag Count=0 (-0.62); Bwd Packets/s=5.6773 (-0.41),Bwd Init Win Bytes=247 (+2.97); FIN Flag Count=0 (+0.33); Bwd Packet Length Min=0 (+0.24),1651,42,0,0,0
tuesday.csv,179088,tuesday,SSH-Patator,True,888,0.0087744,0.0275979,-1.16507,Bwd PSH Flags=9 (-0.93); RST Flag Count=0 (-0.64); Bwd IAT Total=5.79896e+06 (-0.36),Bwd Init Win Bytes=247 (+2.57); Bwd Packet Length Min=0 (+0.42); Fwd Seg Size Min=32 (+0.25),1651,26,0,0,0
tuesday.csv,200958,tuesday,SSH-Patator,True,888,0.0087744,0.0275979,-1.16507,Bwd PSH Flags=9 (-0.92); RST Flag Count=0 (-0.63); Bwd IAT Total=5.84251e+06 (-0.36),Bwd Init Win Bytes=247 (+2.58); Bwd Packet Length Min=0 (+0.42); Fwd Seg Size Min=32 (+0.25),1651,26,0,0,0
tuesday.csv,320893,tuesday,SSH-Patator,True,888,0.00895664,0.0275979,-1.14433,Bwd PSH Flags=9 (-0.93); RST Flag Count=0 (-0.64); Flow Duration=5.77917e+06 (-0.35),Bwd Init Win Bytes=247 (+2.54); Bwd Packet Length Min=0 (+0.44); Fwd Seg Size Min=32 (+0.27),1651,28,0,0,0
tuesday.csv,169781,tuesday,SSH-Patator,True,888,0.0100721,0.0275979,-1.02583,Bwd PSH Flags=9 (-0.93); RST Flag Count=0 (-0.63); Bwd IAT Total=6.11614e+06 (-0.35),Bwd Init Win Bytes=247 (+2.61); Bwd Packet Length Min=0 (+0.41); Fwd Seg Size Min=32 (+0.25),1651,25,0,0,0
tuesday.csv,199305,tuesday,SSH-Patator,True,888,0.0135215,0.0275979,-0.727833,Bwd PSH Flags=11 (-0.95); RST Flag Count=0 (-0.71); Flow Duration=9.76196e+06 (-0.27),Bwd Init Win Bytes=257 (+1.04); Bwd Packet Length Min=0 (+0.59); Active Min=0 (+0.36),1651,16,0,0,0
tuesday.csv,79299,tuesday,SSH-Patator,True,888,0.0155724,0.0275979,-0.584528,Bwd PSH Flags=7 (-1.03); RST Flag Count=0 (-0.56); Bwd IAT Total=4.71719e+06 (-0.42),Bwd Init Win Bytes=247 (+2.93); FIN Flag Count=0 (+0.45); Bwd Packet Length Min=0 (+0.42),1651,31,0,0,0
tuesday.csv,79300,tuesday,SSH-Patator,True,888,0.0155724,0.0275979,-0.584528,Bwd PSH Flags=7 (-1.04); RST Flag Count=0 (-0.58); Bwd IAT Total=4.70275e+06 (-0.42),Bwd Init Win Bytes=247 (+2.91); FIN Flag Count=0 (+0.45); Bwd Packet Length Min=0 (+0.42),1651,31,0,0,0
